classification	n	maf	population_relative_gap	true_angle_deg	replicates	expected_n0	expected_n1	expected_n2	group_count_pass_rate	gap_pass_rate	joint_estimable_rate	joint_estimable_ci_low	joint_estimable_ci_high	null_reference_95	null_exceedance_rate	null_exceedance_ci_low	null_exceedance_ci_high	estimated_angle_q10_deg	estimated_angle_median_deg	estimated_angle_q90_deg	fitted_gap_q10	fitted_gap_median	fitted_gap_q90
EXPLORATORY_NON_EVIDENCE	500	0.1	0.05	20.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	58.741942322867374	72.87392263133512	86.04266356178171	0.0886606232822929	0.1745501844152887	0.3527359387821682
EXPLORATORY_NON_EVIDENCE	500	0.1	0.05	30.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	59.40653248808773	73.17677894934074	87.48996316379841	0.08052411933759618	0.18532527928429615	0.35393099142586826
EXPLORATORY_NON_EVIDENCE	500	0.1	0.1	0.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	67.52462658109178	78.01056131269155	84.95989687643409	0.08645026405591466	0.2380693574119087	0.3139111688216631
EXPLORATORY_NON_EVIDENCE	500	0.1	0.1	5.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	67.56500142414595	78.40555228162387	84.79665187286572	0.08647741481391234	0.2386524896996131	0.313905876647101
EXPLORATORY_NON_EVIDENCE	500	0.1	0.1	10.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	67.63784079142431	78.47269272825142	84.61279883699125	0.086503124859449	0.23943916498378431	0.3138841186050338
EXPLORATORY_NON_EVIDENCE	500	0.1	0.1	20.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	67.87561951248777	78.64900306285219	84.18113837286934	0.08436195594864358	0.24157810778070454	0.31379197908657114
EXPLORATORY_NON_EVIDENCE	500	0.1	0.1	30.0	12	405.0	90.0	5.000000000000001	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	68.22609544037962	79.22507783996899	83.74870077536718	0.08196937804167088	0.2443594847804184	0.3136372654496268
EXPLORATORY_NON_EVIDENCE	500	0.1	0.2	0.0	12	405.0	90.0	5.000000000000001	0.0	1.0	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	59.73178965134307	75.46911818684575	85.81265414130608	0.12758586240429726	0.23082204627819142	0.33084670846707914
EXPLORATORY_NON_EVIDENCE	500	0.1	0.2	5.0	12	405.0	90.0	5.000000000000001	0.0	1.0	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	59.222882940588164	75.562617228185	85.52389725184904	0.12732867647853202	0.22871558108613643	0.336417020240438
EXPLORATORY_NON_EVIDENCE	500	0.1	0.2	10.0	12	405.0	90.0	5.000000000000001	0.0	1.0	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	58.76300268199163	75.68113229963829	85.21159438565334	0.12713344757908623	0.2249511052140159	0.3417043982755887
EXPLORATORY_NON_EVIDENCE	500	0.1	0.2	20.0	12	405.0	90.0	5.000000000000001	0.0	1.0	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	57.958791616911455	76.00615988425449	84.53142466388262	0.1269440592060551	0.21855326047769758	0.35142930406271544
EXPLORATORY_NON_EVIDENCE	500	0.1	0.2	30.0	12	405.0	90.0	5.000000000000001	0.0	1.0	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	57.362618089539026	76.08451735335157	85.06557126543102	0.1279420291241258	0.2186008677613104	0.35657852427716147
EXPLORATORY_NON_EVIDENCE	500	0.2	0.05	0.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	60.00174646580863	78.9987674515834	85.04081082240134	0.08433756764466184	0.1807791850622251	0.2510084051737409
EXPLORATORY_NON_EVIDENCE	500	0.2	0.05	5.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	60.43556399216089	78.60773519405893	84.66749223768049	0.08558548793356888	0.18825063204770137	0.25263558823620763
EXPLORATORY_NON_EVIDENCE	500	0.2	0.05	10.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	60.93409022612079	78.16545148453957	84.39935591737063	0.0867595080169894	0.19512969189194995	0.248607983035736
EXPLORATORY_NON_EVIDENCE	500	0.2	0.05	20.0	12	320.00000000000006	160.0	20.000000000000004	0.0	0.8333333333333334	0.0	2.7755575615628914e-17	0.24249400665524085	0.0	0.0	2.7755575615628914e-17	0.24249400665524085	62.11470382959209	77.12333794048635	84.13857309629607	0.08697489442118884	0.20556185063748528	0.24345072270722504
